ERFASSUNGSNUMMER;JOURNALNAME;ANZAHL_ZEILEN;SUMME_ABS_EUR;ERSTELLER;ERFASST_AM;ERFASST_UM;FREIGEBER;FREIGABEDATUM;FREIGABESTATUS
5641233099;GL-233099;2;52,68;BSP-U02;03.09.2025;16:00:39;BSP-U10;04.09.2025;Freigegeben
5641233100;GL-233100;2;60,44;BSP-U02;03.09.2025;07:24:53;BSP-U10;04.09.2025;Freigegeben
5641233104;GL-233104;2;55,46;BSP-U02;03.09.2025;10:18:21;BSP-U10;03.09.2025;Freigegeben
5641233134;GL-233134;2;479,96;BSP-U02;03.09.2025;10:09:46;BSP-U10;04.09.2025;Freigegeben
5641233138;GL-233138;2;131,84;BSP-U02;03.09.2025;11:20:57;BSP-U10;04.09.2025;Freigegeben
5641233151;GL-233151;2;57,12;BSP-U02;03.09.2025;18:07:39;BSP-U10;05.09.2025;Freigegeben
5641233169;GL-233169;2;56,00;BSP-U02;03.09.2025;09:26:26;BSP-U10;04.09.2025;Freigegeben
5641233170;GL-233170;2;66,54;BSP-U02;03.09.2025;09:38:52;BSP-U10;04.09.2025;Freigegeben
5641233172;GL-233172;2;73,02;BSP-U02;03.09.2025;18:36:33;BSP-U10;04.09.2025;Freigegeben
5641233181;GL-233181;2;73,72;BSP-U02;03.09.2025;11:24:46;BSP-U10;05.09.2025;Freigegeben
5641233190;GL-233190;2;1964,28;BSP-U02;03.09.2025;16:00:18;BSP-U10;04.09.2025;Freigegeben
5641233204;GL-233204;210;150364,00;BSP-U10;03.09.2025;09:55:15;BSP-U02;03.09.2025;Freigegeben
5641225458;GL-225458;2;600000,00;BSP-U11;04.09.2025;08:13:54;BSP-U10;04.09.2025;Freigegeben
5641233002;GL-233002;2;28,66;BSP-U02;04.09.2025;09:24:46;BSP-U10;08.09.2025;Freigegeben
5641233007;GL-233007;2;213,16;BSP-U02;04.09.2025;09:03:51;BSP-U10;05.09.2025;Freigegeben
5641233025;GL-233025;2;91,64;BSP-U02;04.09.2025;07:24:10;BSP-U10;04.09.2025;Freigegeben
5641233026;GL-233026;2;5867,86;BSP-U02;04.09.2025;14:35:35;BSP-U10;08.09.2025;Freigegeben
5641233040;GL-233040;2;14609,38;BSP-U02;04.09.2025;11:14:42;BSP-U10;05.09.2025;Freigegeben
5641233041;GL-233041;2;1752,50;BSP-U02;04.09.2025;16:23:45;BSP-U10;05.09.2025;Freigegeben
5641233042;GL-233042;2;21252,74;BSP-U02;04.09.2025;15:43:54;BSP-U10;05.09.2025;Freigegeben
5641233054;GL-233054;2;32010,98;BSP-U02;04.09.2025;12:54:38;BSP-U10;05.09.2025;Freigegeben
5641233057;GL-233057;2;301,76;BSP-U02;04.09.2025;18:36:25;BSP-U10;05.09.2025;Freigegeben
5641233073;GL-233073;2;64,68;BSP-U02;04.09.2025;09:43:59;BSP-U10;04.09.2025;Freigegeben
5641233076;GL-233076;2;24,00;BSP-U02;04.09.2025;09:22:08;BSP-U10;05.09.2025;Freigegeben
5641233077;GL-233077;2;74,48;BSP-U02;04.09.2025;11:17:22;BSP-U10;05.09.2025;Freigegeben
5641233081;GL-233081;2;42,72;BSP-U02;04.09.2025;13:54:57;BSP-U10;04.09.2025;Freigegeben
5641233083;GL-233083;2;25,50;BSP-U02;04.09.2025;12:37:49;BSP-U10;05.09.2025;Freigegeben
5641233087;GL-233087;2;13,04;BSP-U02;04.09.2025;11:52:38;BSP-U10;05.09.2025;Freigegeben
5641233110;GL-233110;2;12,42;BSP-U02;04.09.2025;07:48:09;BSP-U10;04.09.2025;Freigegeben
5641233124;GL-233124;2;26,88;BSP-U02;04.09.2025;08:47:35;BSP-U10;05.09.2025;Freigegeben
5641233143;GL-233143;2;20,38;BSP-U02;04.09.2025;08:53:51;BSP-U10;05.09.2025;Freigegeben
5641233148;GL-233148;2;132,20;BSP-U02;04.09.2025;09:37:24;BSP-U10;05.09.2025;Freigegeben
5641233161;GL-233161;2;51,02;BSP-U02;04.09.2025;09:16:39;BSP-U10;05.09.2025;Freigegeben
5641233165;GL-233165;2;187,90;BSP-U02;04.09.2025;14:31:01;BSP-U10;05.09.2025;Freigegeben
5641233166;GL-233166;2;678,62;BSP-U02;04.09.2025;07:24:20;BSP-U10;04.09.2025;Freigegeben
5641235184;GL-235184;2;6,60;BSP-U11;04.09.2025;08:03:42;BSP-U02;04.09.2025;Freigegeben
5641225574;GL-225574;214;904141,16;BSP-U10;05.09.2025;12:53:10;BSP-U02;08.09.2025;Freigegeben
5641233003;GL-233003;2;4197,12;BSP-U02;05.09.2025;14:09:11;BSP-U10;05.09.2025;Freigegeben
5641233013;GL-233013;2;14731,12;BSP-U02;05.09.2025;15:31:46;BSP-U10;08.09.2025;Freigegeben
5641233019;GL-233019;2;70,74;BSP-U02;05.09.2025;15:32:16;BSP-U10;05.09.2025;Freigegeben
5641233020;GL-233020;2;3717,66;BSP-U02;05.09.2025;16:21:48;BSP-U10;05.09.2025;Freigegeben
5641233024;GL-233024;2;1732,58;BSP-U02;05.09.2025;11:05:20;BSP-U10;08.09.2025;Freigegeben
5641233033;GL-233033;2;104,74;BSP-U02;05.09.2025;16:47:15;BSP-U10;08.09.2025;Freigegeben
5641233049;GL-233049;2;153,00;BSP-U02;05.09.2025;08:02:17;BSP-U10;08.09.2025;Freigegeben
5641233050;GL-233050;2;712,32;BSP-U02;05.09.2025;09:21:51;BSP-U10;08.09.2025;Freigegeben
5641233051;GL-233051;2;712,32;BSP-U02;05.09.2025;13:25:50;BSP-U10;08.09.2025;Freigegeben
5641233055;GL-233055;2;3395,44;BSP-U02;05.09.2025;13:05:35;BSP-U10;05.09.2025;Freigegeben
5641233058;GL-233058;2;75,28;BSP-U02;05.09.2025;07:43:39;BSP-U10;08.09.2025;Freigegeben
5641233062;GL-233062;2;3579,00;BSP-U02;05.09.2025;10:10:19;BSP-U10;08.09.2025;Freigegeben
5641233078;GL-233078;2;24,48;BSP-U02;05.09.2025;09:32:17;BSP-U10;08.09.2025;Freigegeben
5641233084;GL-233084;2;22,18;BSP-U02;05.09.2025;09:41:36;BSP-U10;08.09.2025;Freigegeben
5641233085;GL-233085;2;10,48;BSP-U02;05.09.2025;08:24:19;BSP-U10;05.09.2025;Freigegeben
5641233088;GL-233088;2;128,58;BSP-U02;05.09.2025;08:17:21;BSP-U10;08.09.2025;Freigegeben
5641233102;GL-233102;2;42,88;BSP-U02;05.09.2025;09:41:24;BSP-U10;05.09.2025;Freigegeben
5641233105;GL-233105;2;31,62;BSP-U02;05.09.2025;07:45:21;BSP-U10;08.09.2025;Freigegeben
5641233127;GL-233127;2;40,84;BSP-U02;05.09.2025;10:05:34;BSP-U10;05.09.2025;Freigegeben
5641233140;GL-233140;2;145,50;BSP-U02;05.09.2025;07:59:36;BSP-U10;08.09.2025;Freigegeben
5641233153;GL-233153;2;101,12;BSP-U02;05.09.2025;09:38:48;BSP-U10;05.09.2025;Freigegeben
5641233164;GL-233164;2;71,14;BSP-U02;05.09.2025;14:37:42;BSP-U10;05.09.2025;Freigegeben
5641233171;GL-233171;2;73,02;BSP-U02;05.09.2025;15:11:19;BSP-U10;05.09.2025;Freigegeben
5641233174;GL-233174;2;50,60;BSP-U02;05.09.2025;10:30:37;BSP-U10;08.09.2025;Freigegeben
5641243760;GL-243760;188;11226831,22;BSP-U02;05.09.2025;14:38:41;BSP-U10;05.09.2025;Freigegeben
5641233000;GL-233000;2;25846,90;BSP-U02;08.09.2025;09:31:47;BSP-U10;08.09.2025;Freigegeben
5641233004;GL-233004;2;212,46;BSP-U02;08.09.2025;09:58:31;BSP-U10;09.09.2025;Freigegeben
5641233005;GL-233005;2;171,48;BSP-U02;08.09.2025;08:22:40;BSP-U10;09.09.2025;Freigegeben
5641233011;GL-233011;2;36,22;BSP-U02;08.09.2025;14:28:11;BSP-U10;08.09.2025;Freigegeben
5641233021;GL-233021;2;116,28;BSP-U02;08.09.2025;18:19:21;BSP-U10;08.09.2025;Freigegeben
5641233023;GL-233023;2;7586,38;BSP-U02;08.09.2025;15:10:34;BSP-U10;09.09.2025;Freigegeben
5641233028;GL-233028;2;639,80;BSP-U02;08.09.2025;17:04:24;BSP-U10;09.09.2025;Freigegeben
5641233031;GL-233031;2;35,90;BSP-U02;08.09.2025;18:08:15;BSP-U10;10.09.2025;Freigegeben
5641233036;GL-233036;2;62910,14;BSP-U02;08.09.2025;14:06:16;BSP-U10;09.09.2025;Freigegeben
5641233037;GL-233037;2;5693,32;BSP-U02;08.09.2025;10:11:37;BSP-U10;08.09.2025;Freigegeben
5641233038;GL-233038;2;48846,60;BSP-U02;08.09.2025;15:40:03;BSP-U10;09.09.2025;Freigegeben
5641233047;GL-233047;2;1985,48;BSP-U02;08.09.2025;16:38:44;BSP-U10;08.09.2025;Freigegeben
5641233059;GL-233059;2;140,68;BSP-U02;08.09.2025;14:04:08;BSP-U10;08.09.2025;Freigegeben
5641233060;GL-233060;2;3152,24;BSP-U02;08.09.2025;13:42:32;BSP-U10;08.09.2025;Freigegeben
5641233064;GL-233064;2;184,58;BSP-U02;08.09.2025;10:21:08;BSP-U10;09.09.2025;Freigegeben
5641233075;GL-233075;2;8,72;BSP-U02;08.09.2025;10:26:03;BSP-U10;09.09.2025;Freigegeben
5641233095;GL-233095;2;78,52;BSP-U02;08.09.2025;14:32:17;BSP-U10;08.09.2025;Freigegeben
5641233101;GL-233101;2;38,34;BSP-U02;08.09.2025;10:29:03;BSP-U10;09.09.2025;Freigegeben
5641233106;GL-233106;2;86,56;BSP-U02;08.09.2025;10:25:46;BSP-U10;08.09.2025;Freigegeben
5641233108;GL-233108;2;25,30;BSP-U02;08.09.2025;10:46:03;BSP-U10;09.09.2025;Freigegeben
5641233135;GL-233135;2;84,34;BSP-U02;08.09.2025;15:23:52;BSP-U10;08.09.2025;Freigegeben
5641233137;GL-233137;2;427,08;BSP-U02;08.09.2025;14:12:30;BSP-U10;09.09.2025;Freigegeben
5641233142;GL-233142;2;416,44;BSP-U02;08.09.2025;09:42:15;BSP-U10;09.09.2025;Freigegeben
5641233146;GL-233146;2;1063,96;BSP-U02;08.09.2025;16:49:57;BSP-U10;08.09.2025;Freigegeben
5641233157;GL-233157;2;55,48;BSP-U02;08.09.2025;16:51:37;BSP-U10;08.09.2025;Freigegeben
5641233162;GL-233162;2;67,66;BSP-U02;08.09.2025;10:14:10;BSP-U10;08.09.2025;Freigegeben
5641233167;GL-233167;2;47,66;BSP-U02;08.09.2025;10:25:37;BSP-U10;08.09.2025;Freigegeben
5641233192;GL-233192;2;364,58;BSP-U02;08.09.2025;13:59:35;BSP-U10;10.09.2025;Freigegeben
5641233351;GL-233351;2;190733,72;BSP-U11;08.09.2025;17:22:44;BSP-U02;09.09.2025;Freigegeben
5641235265;GL-235265;2;34,00;BSP-U11;08.09.2025;14:59:48;BSP-U02;10.09.2025;Freigegeben
5641243837;GL-243837;2;55527923,42;BSP-U02;08.09.2025;14:26:30;BSP-U10;09.09.2025;Freigegeben
5641251459;GL-251459;2;732307,64;BSP-U11;08.09.2025;09:18:14;BSP-U10;08.09.2025;Freigegeben
5641346143;GL-346143;2;56,00;BSP-U10;08.09.2025;07:34:49;BSP-U02;09.09.2025;Freigegeben
5641259335;GL-259335;2;118712,92;BSP-U11;09.09.2025;14:13:55;BSP-U02;10.09.2025;Freigegeben
5641259637;GL-259637;2;1275692,94;BSP-U11;09.09.2025;14:13:30;BSP-U10;11.09.2025;Freigegeben
5641259642;GL-259642;2;608882,40;BSP-U11;09.09.2025;07:59:23;BSP-U02;11.09.2025;Freigegeben
5641346159;GL-346159;2;800,00;BSP-U10;09.09.2025;11:44:54;BSP-U02;11.09.2025;Freigegeben
5641251448;GL-251448;2;1625,00;BSP-U11;10.09.2025;15:14:10;BSP-U02;10.09.2025;Freigegeben
5641262164;GL-262164;2;272,20;BSP-U11;10.09.2025;12:46:12;BSP-U02;11.09.2025;Freigegeben
5641346144;GL-346144;2;54,50;BSP-U10;10.09.2025;07:46:54;BSP-U02;11.09.2025;Freigegeben
5641346147;GL-346147;2;5,00;BSP-U10;11.09.2025;11:33:43;BSP-U02;12.09.2025;Freigegeben
5641278025;GL-278025;2;339696,58;BSP-U11;12.09.2025;10:11:12;BSP-U02;15.09.2025;Freigegeben
5641233053;GL-233053;2;107,44;BSP-U02;13.09.2025;13:00:10;BSP-U10;15.09.2025;Freigegeben
5641259638;GL-259638;2;579321,04;BSP-U11;15.09.2025;14:23:24;BSP-U02;16.09.2025;Freigegeben
5641266167;GL-266167;2;177788,98;BSP-U11;15.09.2025;15:52:04;BSP-U02;15.09.2025;Freigegeben
5641277964;GL-277964;2;294883,56;BSP-U11;15.09.2025;07:24:46;BSP-U02;15.09.2025;Freigegeben
5641281059;GL-281059;2;962512,72;BSP-U11;15.09.2025;10:04:39;BSP-U02;15.09.2025;Freigegeben
5641281060;GL-281060;2;378269,24;BSP-U11;16.09.2025;09:53:05;BSP-U02;16.09.2025;Freigegeben
5641284303;GL-284303;2;760057,46;BSP-U11;16.09.2025;18:06:29;BSP-U02;16.09.2025;Freigegeben
5641346146;GL-346146;2;5,00;BSP-U10;16.09.2025;13:49:45;BSP-U02;16.09.2025;Freigegeben
5641278053;GL-278053;2;881106,54;BSP-U11;17.09.2025;15:11:48;BSP-U02;18.09.2025;Freigegeben
5641289945;GL-289945;2;208302,66;BSP-U11;18.09.2025;17:10:39;BSP-U02;18.09.2025;Freigegeben
5641296798;GL-296798;2;336008,36;BSP-U11;22.09.2025;15:28:37;BSP-U10;22.09.2025;Freigegeben
5641296820;GL-296820;2;660056,10;BSP-U11;22.09.2025;13:03:49;BSP-U02;22.09.2025;Freigegeben
5641301008;GL-301008;2;702515,96;BSP-U11;22.09.2025;09:41:50;BSP-U02;22.09.2025;Freigegeben
5641301022;GL-301022;2;50776,36;BSP-U11;22.09.2025;09:54:46;BSP-U02;22.09.2025;Freigegeben
5641301024;GL-301024;2;159550,50;BSP-U11;22.09.2025;12:38:53;BSP-U02;23.09.2025;Freigegeben
5641301009;GL-301009;2;388605,10;BSP-U11;24.09.2025;16:43:20;BSP-U10;24.09.2025;Freigegeben
5641309023;GL-309023;2;1100,00;BSP-U11;24.09.2025;09:33:14;BSP-U10;26.09.2025;Freigegeben
5641309636;GL-309636;2;472471,58;BSP-U11;25.09.2025;11:06:45;BSP-U02;25.09.2025;Freigegeben
5641303602;GL-303602;2;730847,30;BSP-U11;26.09.2025;14:40:45;BSP-U02;29.09.2025;Freigegeben
5641310822;GL-310822;2;30000,00;BSP-U02;26.09.2025;10:21:22;BSP-U10;29.09.2025;Freigegeben
5641328106;GL-328106;2;283533,20;BSP-U11;26.09.2025;09:53:21;BSP-U02;26.09.2025;Freigegeben
5641323098;GL-323098;2;403020,80;BSP-U11;29.09.2025;09:59:00;BSP-U10;30.09.2025;Freigegeben
5641328114;GL-328114;2;940756,00;BSP-U11;29.09.2025;15:16:24;BSP-U10;01.10.2025;Freigegeben
5641330541;GL-330541;2;76,32;BSP-U11;01.10.2025;11:58:44;BSP-U02;02.10.2025;Freigegeben
5641330543;GL-330543;2;656332,14;BSP-U11;01.10.2025;15:58:02;BSP-U10;01.10.2025;Freigegeben
5641332923;GL-332923;2;2346,00;BSP-U11;01.10.2025;12:10:02;BSP-U10;01.10.2025;Freigegeben
5641350910;GL-350910;54;11608,20;BSP-U10;01.10.2025;07:24:01;BSP-U02;02.10.2025;Freigegeben
5641355721;GL-355721;186;10187522,94;BSP-U10;01.10.2025;11:42:02;BSP-U02;02.10.2025;Freigegeben
5641359505;GL-359505;2;4543,02;BSP-U02;01.10.2025;16:40:42;BSP-U10;03.10.2025;Freigegeben
5641359508;GL-359508;2;77,78;BSP-U02;01.10.2025;14:54:40;BSP-U10;01.10.2025;Freigegeben
5641359509;GL-359509;2;948,46;BSP-U02;01.10.2025;11:42:40;BSP-U10;01.10.2025;Freigegeben
5641359520;GL-359520;2;116,28;BSP-U02;01.10.2025;15:21:31;BSP-U10;02.10.2025;Freigegeben
5641359522;GL-359522;2;7586,38;BSP-U02;01.10.2025;15:18:47;BSP-U10;01.10.2025;Freigegeben
5641359526;GL-359526;2;1767,96;BSP-U02;01.10.2025;15:20:39;BSP-U10;02.10.2025;Freigegeben
5641359528;GL-359528;2;655,52;BSP-U02;01.10.2025;15:44:12;BSP-U10;02.10.2025;Freigegeben
5641359529;GL-359529;2;355,60;BSP-U02;01.10.2025;11:20:35;BSP-U10;03.10.2025;Freigegeben
5641359530;GL-359530;2;35,90;BSP-U02;01.10.2025;12:15:39;BSP-U10;02.10.2025;Freigegeben
5641359531;GL-359531;2;798,72;BSP-U02;01.10.2025;16:39:25;BSP-U10;03.10.2025;Freigegeben
5641359534;GL-359534;2;2826,78;BSP-U02;01.10.2025;16:14:14;BSP-U10;02.10.2025;Freigegeben
5641359535;GL-359535;2;1752,50;BSP-U02;01.10.2025;12:33:11;BSP-U10;03.10.2025;Freigegeben
5641359540;GL-359540;2;712,32;BSP-U02;01.10.2025;15:50:44;BSP-U10;01.10.2025;Freigegeben
5641359549;GL-359549;2;140,68;BSP-U02;01.10.2025;15:31:03;BSP-U10;02.10.2025;Freigegeben
5641359554;GL-359554;2;184,58;BSP-U02;01.10.2025;17:14:32;BSP-U10;01.10.2025;Freigegeben
5641359568;GL-359568;2;24,48;BSP-U02;01.10.2025;07:39:16;BSP-U10;01.10.2025;Freigegeben
5641359577;GL-359577;2;13,04;BSP-U02;01.10.2025;15:56:52;BSP-U10;02.10.2025;Freigegeben
5641359583;GL-359583;2;22,58;BSP-U02;01.10.2025;15:47:28;BSP-U10;03.10.2025;Freigegeben
5641359585;GL-359585;2;78,52;BSP-U02;01.10.2025;14:57:44;BSP-U10;02.10.2025;Freigegeben
5641359595;GL-359595;2;86,56;BSP-U02;01.10.2025;15:21:16;BSP-U10;02.10.2025;Freigegeben
5641359613;GL-359613;2;26,88;BSP-U02;01.10.2025;12:26:16;BSP-U10;02.10.2025;Freigegeben
5641359618;GL-359618;2;47,62;BSP-U02;01.10.2025;08:40:52;BSP-U10;01.10.2025;Freigegeben
5641359621;GL-359621;2;194,54;BSP-U02;01.10.2025;16:40:43;BSP-U10;03.10.2025;Freigegeben
5641359629;GL-359629;2;145,50;BSP-U02;01.10.2025;11:25:18;BSP-U10;02.10.2025;Freigegeben
5641359631;GL-359631;2;416,44;BSP-U02;01.10.2025;14:47:29;BSP-U10;02.10.2025;Freigegeben
5641359632;GL-359632;2;20,38;BSP-U02;01.10.2025;08:12:32;BSP-U10;03.10.2025;Freigegeben
5641359634;GL-359634;2;1146,82;BSP-U02;01.10.2025;15:07:58;BSP-U10;01.10.2025;Freigegeben
5641359637;GL-359637;2;132,20;BSP-U02;01.10.2025;13:50:42;BSP-U10;03.10.2025;Freigegeben
5641359647;GL-359647;2;157,78;BSP-U02;01.10.2025;16:27:53;BSP-U10;02.10.2025;Freigegeben
5641359650;GL-359650;2;51,02;BSP-U02;01.10.2025;09:00:20;BSP-U10;02.10.2025;Freigegeben
5641359652;GL-359652;2;94,78;BSP-U02;01.10.2025;12:16:52;BSP-U10;03.10.2025;Freigegeben
5641359654;GL-359654;2;187,90;BSP-U02;01.10.2025;13:11:22;BSP-U10;02.10.2025;Freigegeben
5641359684;GL-359684;2;364,58;BSP-U02;01.10.2025;08:19:50;BSP-U10;02.10.2025;Freigegeben
5641402869;GL-402869;2;280,80;BSP-U10;01.10.2025;11:42:01;BSP-U02;01.10.2025;Freigegeben
5641410171;GL-410171;2;100,00;BSP-U11;01.10.2025;10:28:02;BSP-U02;02.10.2025;Freigegeben
5641410172;GL-410172;2;1,00;BSP-U11;01.10.2025;10:36:44;BSP-U10;02.10.2025;Freigegeben
5641410176;GL-410176;2;334,80;BSP-U11;01.10.2025;09:31:39;BSP-U02;02.10.2025;Freigegeben
5641410177;GL-410177;2;4600,00;BSP-U11;01.10.2025;11:37:34;BSP-U02;01.10.2025;Freigegeben
5641410178;GL-410178;2;26725,06;BSP-U11;01.10.2025;10:30:46;BSP-U10;01.10.2025;Freigegeben
5641332912;GL-332912;2;19,40;BSP-U11;02.10.2025;07:45:12;BSP-U10;03.10.2025;Freigegeben
5641332921;GL-332921;2;8716,52;BSP-U11;02.10.2025;11:38:13;BSP-U10;03.10.2025;Freigegeben
5641332924;GL-332924;2;198309,56;BSP-U11;02.10.2025;16:13:17;BSP-U02;03.10.2025;Freigegeben
5641346099;GL-346099;2;44391,90;BSP-U10;02.10.2025;09:47:55;BSP-U02;02.10.2025;Freigegeben
5641351421;GL-351421;278;1494313,80;BSP-U10;02.10.2025;10:51:06;BSP-U02;02.10.2025;Freigegeben
5641351701;GL-351701;732;704429,20;BSP-U10;02.10.2025;16:27:20;BSP-U02;03.10.2025;Freigegeben
5641352142;GL-352142;240;175506,84;BSP-U10;02.10.2025;15:04:31;BSP-U02;02.10.2025;Freigegeben
5641352599;GL-352599;186;10187522,94;BSP-U10;02.10.2025;15:06:01;BSP-U02;03.10.2025;Freigegeben
5641353840;GL-353840;186;9987522,94;BSP-U10;02.10.2025;14:59:54;BSP-U02;03.10.2025;Freigegeben
5641353841;GL-353841;186;9987522,94;BSP-U10;02.10.2025;10:00:53;BSP-U02;06.10.2025;Freigegeben
5641359499;GL-359499;2;25846,90;BSP-U02;02.10.2025;11:57:35;BSP-U10;03.10.2025;Freigegeben
5641359506;GL-359506;2;213,16;BSP-U02;02.10.2025;16:45:06;BSP-U10;03.10.2025;Freigegeben
5641359507;GL-359507;2;184,22;BSP-U02;02.10.2025;14:37:08;BSP-U10;02.10.2025;Freigegeben
5641359510;GL-359510;2;36,22;BSP-U02;02.10.2025;14:33:43;BSP-U10;02.10.2025;Freigegeben
5641359512;GL-359512;2;14731,12;BSP-U02;02.10.2025;17:04:59;BSP-U10;06.10.2025;Freigegeben
5641359517;GL-359517;2;21,76;BSP-U02;02.10.2025;10:31:03;BSP-U10;03.10.2025;Freigegeben
5641359523;GL-359523;2;1732,58;BSP-U02;02.10.2025;15:03:06;BSP-U10;02.10.2025;Freigegeben
5641359524;GL-359524;2;91,64;BSP-U02;02.10.2025;15:41:11;BSP-U10;02.10.2025;Freigegeben
5641359533;GL-359533;2;1391,66;BSP-U02;02.10.2025;14:34:50;BSP-U10;03.10.2025;Freigegeben
5641359546;GL-359546;2;2291,66;BSP-U02;02.10.2025;15:26:01;BSP-U10;02.10.2025;Freigegeben
5641359561;GL-359561;2;59,40;BSP-U02;02.10.2025;10:59:27;BSP-U10;06.10.2025;Freigegeben
5641359563;GL-359563;2;64,68;BSP-U02;02.10.2025;10:36:32;BSP-U10;06.10.2025;Freigegeben
5641359565;GL-359565;2;8,72;BSP-U02;02.10.2025;10:42:41;BSP-U10;03.10.2025;Freigegeben
5641359578;GL-359578;2;128,58;BSP-U02;02.10.2025;14:54:25;BSP-U10;02.10.2025;Freigegeben
5641359579;GL-359579;2;155,56;BSP-U02;02.10.2025;08:29:23;BSP-U10;02.10.2025;Freigegeben
5641359582;GL-359582;2;44,02;BSP-U02;02.10.2025;15:18:50;BSP-U10;03.10.2025;Freigegeben
5641359594;GL-359594;2;31,62;BSP-U02;02.10.2025;10:36:25;BSP-U10;02.10.2025;Freigegeben
5641359611;GL-359611;2;2152,92;BSP-U02;02.10.2025;10:38:15;BSP-U10;02.10.2025;Freigegeben
5641359616;GL-359616;2;40,84;BSP-U02;02.10.2025;11:25:48;BSP-U10;03.10.2025;Freigegeben
5641359628;GL-359628;2;95,72;BSP-U02;02.10.2025;10:40:01;BSP-U10;02.10.2025;Freigegeben
5641359640;GL-359640;2;57,12;BSP-U02;02.10.2025;11:40:00;BSP-U10;02.10.2025;Freigegeben
5641359646;GL-359646;2;55,48;BSP-U02;02.10.2025;11:07:01;BSP-U10;02.10.2025;Freigegeben
5641359657;GL-359657;2;56,00;BSP-U02;02.10.2025;15:26:13;BSP-U10;02.10.2025;Freigegeben
5641359658;GL-359658;2;56,00;BSP-U02;02.10.2025;11:41:57;BSP-U10;02.10.2025;Freigegeben
5641359661;GL-359661;2;73,02;BSP-U02;02.10.2025;08:03:21;BSP-U10;02.10.2025;Freigegeben
5641359682;GL-359682;2;1670,14;BSP-U02;02.10.2025;07:24:46;BSP-U10;02.10.2025;Freigegeben
5641402871;GL-402871;2;19,80;BSP-U10;02.10.2025;14:34:43;BSP-U02;06.10.2025;Freigegeben
5641410173;GL-410173;2;12,00;BSP-U11;02.10.2025;11:00:25;BSP-U10;06.10.2025;Freigegeben
5641410174;GL-410174;2;36,70;BSP-U11;02.10.2025;10:37:33;BSP-U02;03.10.2025;Freigegeben
5641328504;GL-328504;2;309020,76;BSP-U11;03.10.2025;08:38:04;BSP-U10;03.10.2025;Freigegeben
5641346076;GL-346076;2;639141,48;BSP-U10;03.10.2025;14:39:30;BSP-U02;03.10.2025;Freigegeben
5641346105;GL-346105;2;34,00;BSP-U10;03.10.2025;16:18:46;BSP-U02;03.10.2025;Freigegeben
5641355660;GL-355660;520;108153,14;BSP-U10;03.10.2025;13:16:13;BSP-U02;06.10.2025;Freigegeben
5641355695;GL-355695;420;318550,50;BSP-U10;03.10.2025;16:48:22;BSP-U02;03.10.2025;Freigegeben
5641359503;GL-359503;2;212,46;BSP-U02;03.10.2025;10:47:37;BSP-U10;06.10.2025;Freigegeben
5641359521;GL-359521;2;2070,88;BSP-U02;03.10.2025;09:50:16;BSP-U10;06.10.2025;Freigegeben
5641359538;GL-359538;2;397,38;BSP-U02;03.10.2025;09:07:43;BSP-U10;06.10.2025;Freigegeben
5641359539;GL-359539;2;153,00;BSP-U02;03.10.2025;14:31:43;BSP-U10;06.10.2025;Freigegeben
5641359544;GL-359544;2;32010,98;BSP-U02;03.10.2025;09:47:28;BSP-U10;06.10.2025;Freigegeben
5641359547;GL-359547;2;301,76;BSP-U02;03.10.2025;10:17:25;BSP-U10;06.10.2025;Freigegeben
5641359548;GL-359548;2;75,28;BSP-U02;03.10.2025;14:12:24;BSP-U10;03.10.2025;Freigegeben
5641359551;GL-359551;2;77,62;BSP-U02;03.10.2025;10:02:50;BSP-U10;06.10.2025;Freigegeben
5641359553;GL-359553;2;191,26;BSP-U02;03.10.2025;14:40:20;BSP-U10;06.10.2025;Freigegeben
5641359556;GL-359556;2;206,76;BSP-U02;03.10.2025;14:55:19;BSP-U10;06.10.2025;Freigegeben
5641359558;GL-359558;2;5674,34;BSP-U02;03.10.2025;08:51:10;BSP-U10;03.10.2025;Freigegeben
5641359564;GL-359564;2;34,52;BSP-U02;03.10.2025;17:01:08;BSP-U10;06.10.2025;Freigegeben
5641359566;GL-359566;2;24,00;BSP-U02;03.10.2025;13:35:26;BSP-U10;06.10.2025;Freigegeben
5641359569;GL-359569;2;360,72;BSP-U02;03.10.2025;10:16:44;BSP-U10;03.10.2025;Freigegeben
5641359571;GL-359571;2;42,72;BSP-U02;03.10.2025;10:24:29;BSP-U10;06.10.2025;Freigegeben
5641359574;GL-359574;2;22,18;BSP-U02;03.10.2025;10:18:42;BSP-U10;03.10.2025;Freigegeben
5641359587;GL-359587;2;273,66;BSP-U02;03.10.2025;10:23:28;BSP-U10;06.10.2025;Freigegeben
5641359653;GL-359653;2;71,14;BSP-U02;03.10.2025;08:31:43;BSP-U10;03.10.2025;Freigegeben
5641359656;GL-359656;2;47,66;BSP-U02;03.10.2025;14:28:52;BSP-U10;03.10.2025;Freigegeben
5641359659;GL-359659;2;66,54;BSP-U02;03.10.2025;10:42:40;BSP-U10;06.10.2025;Freigegeben
5641359662;GL-359662;2;91,16;BSP-U02;03.10.2025;10:27:04;BSP-U10;06.10.2025;Freigegeben
5641359665;GL-359665;2;224,84;BSP-U02;03.10.2025;15:01:38;BSP-U10;06.10.2025;Freigegeben
