BUCHUNGSNUMMER;SACHKONTO;BUCHUNGSDATUM;AENDERUNGSART;BENUTZER;GEAENDERT_AM;GEAENDERT_UM;BEMERKUNG;FESTSCHREIBUNG_VOR_AENDERUNG
5664293130;448020-XGSFPLUS30 100-802445---XPS-10--XGSFPLUS30 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293132;448020-XGSFPRM30 050-802445---XPS-10--XGSFPRM30 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293160;448020-XGSFTOP30 200-802445---XPS-10--XGSFTOP30 200|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293168;448020-XGSFTOP50 050-802445---XPS-10--XGSFTOP50 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293180;448020-XGSFTOP50 200-802445---XPS-10--XGSFTOP50 200|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293182;448020-XGSFTOP70 100-802445---XPS-10--XGSFTOP70 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293188;448020-XPGKPLUS 100-802445---XPS-10--XPGKPLUS 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;07:24:06;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293844;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293810;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293812;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293868;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293846;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293866;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293816;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293820;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293840;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293814;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293838;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293836;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293890;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293850;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293862;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293848;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293842;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293808;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293822;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293870;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293886;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293818;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293888;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293860;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293864;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293858;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293876;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293826;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293872;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293856;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293880;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293874;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293852;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293878;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293824;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293882;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293854;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293834;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293832;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293828;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293884;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293830;440020-BSP-802445----10--BSP|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293811;448020-XGSFPRM30 060-802445---XPS-10--XGSFPRM30 060|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293813;448020-XGSFPRM30 140-802445---XPS-10--XGSFPRM30 140|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293815;448020-XGSFPRM30 160-802445---XPS-10--XGSFPRM30 160|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293817;448020-XGSFPRM30 180-802445---XPS-10--XGSFPRM30 180|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293819;448020-XGSFTOP30 040-802445---XPS-10--XGSFTOP30 040|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293821;448020-XGSFTOP30 050-802445---XPS-10--XGSFTOP30 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293823;448020-XGSFTOP30 060-802445---XPS-10--XGSFTOP30 060|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293825;448020-XGSFTOP30 080 _G-802445---XPS-10--XGSFTOP30 080 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293827;448020-XGSFTOP30 100 _G-802445---XPS-10--XGSFTOP30 100 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293829;448020-XGSFTOP30 120 _G-802445---XPS-10--XGSFTOP30 120 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293831;448020-XGSFTOP30 140 _G-802445---XPS-10--XGSFTOP30 140 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293833;448020-XGSFTOP30 160 _G-802445---XPS-10--XGSFTOP30 160 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293835;448020-XGSFTOP30 180-802445---XPS-10--XGSFTOP30 180|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293839;448020-XGSFTOP30TB 200 _G-802445---XPS-10--XGSFTOP30TB 200 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293841;448020-XGSFTOP30TB 240 _G-802445---XPS-10--XGSFTOP30TB 240 _G|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293843;448020-XGSFTOP50 040-802445---XPS-10--XGSFTOP50 040|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293847;448020-XGSFTOP50 060-802445---XPS-10--XGSFTOP50 060|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293849;448020-XGSFTOP50 080-802445---XPS-10--XGSFTOP50 080|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293851;448020-XGSFTOP50 100-802445---XPS-10--XGSFTOP50 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293853;448020-XGSFTOP50 120-802445---XPS-10--XGSFTOP50 120|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293855;448020-XGSFTOP50 160-802445---XPS-10--XGSFTOP50 160|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293861;448020-XGSFTOP70 120-802445---XPS-10--XGSFTOP70 120|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293863;448020-XGSFTOP70 200-802445---XPS-10--XGSFTOP70 200|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293867;448020-XPGKPRM 120-802445---XPS-10--XPGKPRM 120|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293869;448020-XPGKTOP 020-802445---XPS-10--XPGKTOP 020|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293871;448020-XPGKTOP 030-802445---XPS-10--XPGKTOP 030|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293873;448020-XPGKTOP 040-802445---XPS-10--XPGKTOP 040|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293875;448020-XPGKTOP 050-802445---XPS-10--XPGKTOP 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293877;448020-XPGKTOP 060-802445---XPS-10--XPGKTOP 060|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293879;448020-XPGKTOP 080-802445---XPS-10--XPGKTOP 080|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293881;448020-XPGKTOP 100-802445---XPS-10--XPGKTOP 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293883;448020-XPGKTOP 120-802445---XPS-10--XPGKTOP 120|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293885;448020-XPGKTOP 140-802445---XPS-10--XPGKTOP 140|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293887;448020-XPGKTOP 160-802445---XPS-10--XPGKTOP 160|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293889;448020-XPGKTOPTB 180-802445---XPS-10--XPGKTOPTB 180|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293807;448020-XGSFPLUS30 100-802445---XPS-10--XGSFPLUS30 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293809;448020-XGSFPRM30 050-802445---XPS-10--XGSFPRM30 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293837;448020-XGSFTOP30 200-802445---XPS-10--XGSFTOP30 200|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293845;448020-XGSFTOP50 050-802445---XPS-10--XGSFTOP50 050|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293857;448020-XGSFTOP50 200-802445---XPS-10--XGSFTOP50 200|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293859;448020-XGSFTOP70 100-802445---XPS-10--XGSFTOP70 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664293865;448020-XPGKPLUS 100-802445---XPS-10--XPGKPLUS 100|10|802445|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;06.01.2026;08:56:26;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664301687;440020-BSP-800291----10--BSP|10|800291|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;01.01.2026;16:19:14;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664301686;448020-XGSFTOP50 180-800291---XPS-10--XGSFTOP50 180|10|800291|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;01.01.2026;16:19:14;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664313739;440020-BSP-802851----10--BSP|10|802851|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;16:51:46;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664313738;448020-XGSFPRM30 050-802851---XPS-10--XGSFPRM30 050|10|802851|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;02.01.2026;16:51:46;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315192;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315190;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314904;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315154;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315150;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314900;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314922;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315148;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314902;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314944;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314898;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315142;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315170;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314954;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315208;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315222;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314950;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314906;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314896;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314946;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314926;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314958;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314966;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315152;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315212;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315188;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664315206;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314968;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314938;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5664314948;440020-BSP-802236----10--BSP|10|802236|-|-;31.12.2025;Stornobuchung (Generalstorno);BSP-U10;05.01.2026;08:00:44;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
